municipality;municipality_norm;province;province_norm;province_code;region;branch;branch_candidates;confidence;caps
Chiaramonte Gulfi;CHIARAMONTE GULFI;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97012
Comiso;COMISO;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97013
Donnafugata;DONNAFUGATA;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97017
Donnalucata;DONNALUCATA;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97018
Frigintini;FRIGINTINI;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97015
Giarratana;GIARRATANA;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97010
Ispica;ISPICA;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97014
Jungi;JUNGI;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97018
Marina Di Modica;MARINA DI MODICA;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97010
Marina Di Ragusa;MARINA DI RAGUSA;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97010
Modica;MODICA;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97015
Modica Alta;MODICA ALTA;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97015
Monterosso Almo;MONTEROSSO ALMO;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97010
Pedalino;PEDALINO;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97013
Pozzallo;POZZALLO;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97016
Ragusa;RAGUSA;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97100
Ragusa Ibla;RAGUSA IBLA;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97100
Roccazzo;ROCCAZZO;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97010
Rocciola Sorda;ROCCIOLA SORDA;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97015
Sampieri;SAMPIERI;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97018
Santa Croce Camerina;SANTA CROCE CAMERINA;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97017
Scicli;SCICLI;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97018
Scoglitti;SCOGLITTI;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97019
Vittoria;VITTORIA;Ragusa;RAGUSA;RG;Sicilia;Catania;Catania;alta;97019
Augusta;AUGUSTA;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96011
Avola;AVOLA;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96012
Belvedere;BELVEDERE;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96100
Belvedere Di Siracusa;BELVEDERE DI SIRACUSA;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96100
Borgo Rizza;BORGO RIZZA;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96013
Brucoli;BRUCOLI;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96011
Buccheri;BUCCHERI;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96010
Buscemi;BUSCEMI;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96010
Canicattini Bagni;CANICATTINI BAGNI;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96010
Carlentini;CARLENTINI;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96013
Carrozziere;CARROZZIERE;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96100
Cassaro;CASSARO;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96010
Cassibile;CASSIBILE;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96100
Castelluccio;CASTELLUCCIO;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96017
Ferla;FERLA;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96010
Floridia;FLORIDIA;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96014
Francofonte;FRANCOFONTE;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96015
Lentini;LENTINI;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96016
Marina Di Melilli;MARINA DI MELILLI;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96010
Marzamemi;MARZAMEMI;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96018
Melilli;MELILLI;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96010
Noto;NOTO;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96017
Pachino;PACHINO;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96018
Palazzolo Acreide;PALAZZOLO ACREIDE;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96010
Pedagaggi;PEDAGAGGI;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96013
Portopalo Di Capo Passero;PORTOPALO DI CAPO PASSERO;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96010
Priolo Gargallo;PRIOLO GARGALLO;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96010
Rigolizia;RIGOLIZIA;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96017
Rizzolo;RIZZOLO;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96010
Rosolini;ROSOLINI;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96019
San Corrado Di Fuori;SAN CORRADO DI FUORI;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96017
San Foca';SAN FOCA;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96010
San Paolo;SAN PAOLO;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96017
San Paolo Di Noto;SAN PAOLO DI NOTO;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96017
Santa Lucia;SANTA LUCIA;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96017
Santa Lucia Di Noto;SANTA LUCIA DI NOTO;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96017
Siracusa;SIRACUSA;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96100
Solarino;SOLARINO;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96010
Sortino;SORTINO;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96010
Testa Dell'Acqua;TESTA DELL ACQUA;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96017
Villasmundo;VILLASMUNDO;Siracusa;SIRACUSA;SR;Sicilia;Catania;Catania;alta;96010
Alcamo;ALCAMO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91011
Balata Di Baida;BALATA DI BAIDA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91014
Ballata;BALLATA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91016
Battaglia;BATTAGLIA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91012
Birgi Aerostazione;BIRGI AEROSTAZIONE;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91100
Bonagia;BONAGIA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91019
Borgata Costiera;BORGATA COSTIERA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91026
Borgo Annunziata;BORGO ANNUNZIATA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91100
Borgo Fazio;BORGO FAZIO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91100
Bruca;BRUCA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91012
Bufalata;BUFALATA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91025
Buseto Palizzolo;BUSETO PALIZZOLO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91012
Calatafimi;CALATAFIMI;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91013
Calatafimi Segesta;CALATAFIMI SEGESTA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91013
Campobello Di Mazara;CAMPOBELLO DI MAZARA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91021
Casa Santa;CASA SANTA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91016
Castellammare Del Golfo;CASTELLAMMARE DEL GOLFO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91014
Castello Inici;CASTELLO INICI;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91014
Castelluzzo;CASTELLUZZO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91010
Castelvetrano;CASTELVETRANO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91022
Chiesanuova;CHIESANUOVA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91019
Ciavolo;CIAVOLO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91025
Ciavolotto;CIAVOLOTTO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91025
Costiera Di Mazara;COSTIERA DI MAZARA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91020
Crocci;CROCCI;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91019
Crocevie;CROCEVIE;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91019
Custonaci;CUSTONACI;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91015
Dattilo;DATTILO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91027
Erice;ERICE;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91016
Favignana;FAVIGNANA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91023
Fico;FICO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91019
Filci;FILCI;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91018
Fontanelle Casasanta;FONTANELLE CASASANTA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91100
Fulgatore;FULGATORE;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91100
Gibellina;GIBELLINA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91024
Gorgazzo;GORGAZZO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91018
Granitola;GRANITOLA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91020
Granitola Torretta;GRANITOLA TORRETTA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91021
Guarrato;GUARRATO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91100
Kamma;KAMMA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91017
Levanzo;LEVANZO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91023
Locogrande;LOCOGRANDE;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91100
Macari;MACARI;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91010
Marausa;MARAUSA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91100
Marausa Loco Grande;MARAUSA LOCO GRANDE;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91100
Marettimo;MARETTIMO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91010
Marinella;MARINELLA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91022
Marinella Di Selinunte;MARINELLA DI SELINUNTE;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91022
Marsala;MARSALA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91025
Matarocco;MATAROCCO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91025
Mazara Del Vallo;MAZARA DEL VALLO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91026
Napola;NAPOLA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91016
Nubia;NUBIA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91027
Paceco;PACECO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91027
Pantelleria;PANTELLERIA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91017
Pantelleria Aeroporto;PANTELLERIA AEROPORTO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91017
Paolini;PAOLINI;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91025
Partanna;PARTANNA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91028
Petrosino;PETROSINO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91020
Pizzolungo;PIZZOLUNGO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91016
Poggioreale;POGGIOREALE;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91020
Purgatorio;PURGATORIO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91015
Ragattisi;RAGATTISI;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91025
Rigaletta;RIGALETTA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91016
Rilievo;RILIEVO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91100
Salaparuta;SALAPARUTA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91020
Salemi;SALEMI;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91018
Salinagrande;SALINAGRANDE;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91100
San Ciro;SAN CIRO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91018
San Giuliano Trentapiedi;SAN GIULIANO TRENTAPIEDI;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91016 | 91100
San Vito Lo Capo;SAN VITO LO CAPO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91010
Sant'Andrea Bonagia;SANT ANDREA BONAGIA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91019
Santa Ninfa;SANTA NINFA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91029
Santo Padre Delle Perriere;SANTO PADRE DELLE PERRIERE;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91025
Sasi;SASI;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91013
Scauri;SCAURI;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91017
Scauri Siculo;SCAURI SICULO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91017
Scopello;SCOPELLO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91014
Spagnola;SPAGNOLA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91025
Sperone Di Custonaci;SPERONE DI CUSTONACI;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91015
Strasatti Di Marsala;STRASATTI DI MARSALA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91025
Tabaccaro;TABACCARO;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91025
Terrenove Bambina;TERRENOVE BAMBINA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91025
Tonnara Di Bonagia;TONNARA DI BONAGIA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91019
Trapani;TRAPANI;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91100
Tre Fontane;TRE FONTANE;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91021
Triscina;TRISCINA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91022
Ulmi;ULMI;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91018
Ummari;UMMARI;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91100
Valderice;VALDERICE;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91019
Villaggio Madonna Delle Grazie;VILLAGGIO MADONNA DELLE GRAZIE;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91024
Vita;VITA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91010
Xitta;XITTA;Trapani;TRAPANI;TP;Sicilia;Catania;Catania;alta;91100
Alberoro;ALBERORO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52048
Ambra;AMBRA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52021
Anghiari;ANGHIARI;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52031
Antria;ANTRIA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52100
Arezzo;AREZZO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52100
Avena;AVENA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52014
Badia Agnano;BADIA AGNANO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52021
Badia Al Pino;BADIA AL PINO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52041
Badia Prataglia;BADIA PRATAGLIA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52014
Badia Tedalda;BADIA TEDALDA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52032
Banzena;BANZENA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52011
Battifolle;BATTIFOLLE;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52100
Bibbiena;BIBBIENA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52011
Bibbiena Stazione;BIBBIENA STAZIONE;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52011
Biforco;BIFORCO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52010
Borgo Alla Collina;BORGO ALLA COLLINA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52018
Bucine;BUCINE;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52021
Ca' Raffaello;CA RAFFAELLO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52032
Camaldoli;CAMALDOLI;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52014
Campogialli;CAMPOGIALLI;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52028
Camucia;CAMUCIA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52044
Capannole;CAPANNOLE;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52021
Capezzine;CAPEZZINE;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52044
Capolona;CAPOLONA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52010
Caprese Michelangelo;CAPRESE MICHELANGELO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52033
Casalone;CASALONE;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52020
Castel Focognano;CASTEL FOCOGNANO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52016
Castel San Niccolo';CASTEL SAN NICCOLO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52018
Castelfranco Di Sopra;CASTELFRANCO DI SOPRA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52020
Castelfranco Piandiscò;CASTELFRANCO PIANDISCÒ;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52026
Castelnuovo Dei Sabbioni;CASTELNUOVO DEI SABBIONI;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52022
Castiglion Fibocchi;CASTIGLION FIBOCCHI;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52029
Castiglion Fiorentino;CASTIGLION FIORENTINO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52043
Cavi;CAVI;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52020
Cavriglia;CAVRIGLIA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52022
Ceciliano;CECILIANO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52100
Centoia;CENTOIA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52044
Cesa;CESA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52047
Chiassa;CHIASSA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52100
Chiassa Superiore;CHIASSA SUPERIORE;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52100
Chitignano;CHITIGNANO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52010
Chiusi Della Verna;CHIUSI DELLA VERNA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52010
Ciggiano;CIGGIANO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52041
Civitella In Val Di Chiana;CIVITELLA IN VAL DI CHIANA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52041
Colcellalto;COLCELLALTO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52038
Corsalone;CORSALONE;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52010
Cortona;CORTONA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52044
Faella;FAELLA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52026
Faltona;FALTONA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52010
Foiano Della Chiana;FOIANO DELLA CHIANA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52045
Frassineto;FRASSINETO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52100
Fratta;FRATTA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52044
Fresciano;FRESCIANO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52032
Giovi D'Arezzo;GIOVI D AREZZO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52100
Gricignano;GRICIGNANO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52037
Indicatore;INDICATORE;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52100
La Verna;LA VERNA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52010
Laterina;LATERINA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52020
Laterina Stazione;LATERINA STAZIONE;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52020
Le Ville;LE VILLE;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52035
Levane;LEVANE;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52025
Loro Ciuffenna;LORO CIUFFENNA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52024
Lucignano;LUCIGNANO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52046
Madonnuccia;MADONNUCCIA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52036
Madrigale;MADRIGALE;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52028
Malva;MALVA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52028
Manciano;MANCIANO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52043
Marciano;MARCIANO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52047
Marciano Della Chiana;MARCIANO DELLA CHIANA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52047
Meleto;MELETO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52022
Mercatale;MERCATALE;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52044
Mercatale Di Cortona;MERCATALE DI CORTONA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52044
Mercatale Valdarno;MERCATALE VALDARNO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52025
Moggiona;MOGGIONA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52014
Moggiona Di Poppi;MOGGIONA DI POPPI;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52010
Molin Nuovo;MOLIN NUOVO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52100
Monastero;MONASTERO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52022
Moncioni;MONCIONI;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52025
Montagnano;MONTAGNANO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52048
Montagnano Alberoro;MONTAGNANO ALBERORO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52048
Montalto;MONTALTO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52020
Montanare;MONTANARE;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52044
Montanare Di Cortona;MONTANARE DI CORTONA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52044
Monte San Savino;MONTE SAN SAVINO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52048
Montecchio;MONTECCHIO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52043
Montegonzi;MONTEGONZI;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52022
Montemignaio;MONTEMIGNAIO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52010
Monterchi;MONTERCHI;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52035
Monterone;MONTERONE;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52038
Montevarchi;MONTEVARCHI;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52025
Neri;NERI;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52022
Olmo;OLMO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52100
Ortignano;ORTIGNANO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52010
Ortignano Raggiolo;ORTIGNANO RAGGIOLO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52010
Palazzo Del Pero;PALAZZO DEL PERO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52100
Palazzuolo;PALAZZUOLO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52048
Papiano;PAPIANO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52017
Partina;PARTINA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52011
Patrignone;PATRIGNONE;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52100
Penna;PENNA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52028
Pergine Valdarno;PERGINE VALDARNO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52020
Pian Di Sco;PIAN DI SCO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52026
Pietraviva;PIETRAVIVA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52021
Pieve A Presciano;PIEVE A PRESCIANO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52020
Pieve A Socana;PIEVE A SOCANA;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52016
Pieve Al Bagnoro;PIEVE AL BAGNORO;Arezzo;AREZZO;AR;Toscana;Firenze;Firenze;alta;52100
